N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실,
1,삼성전자,72,200,200,-0.28%,100,4,310,183,5,969,783,52.79,11,318,932,10.90,17.07,https://finance.naver.com/item/board.naver?code=005930,
2,LG에너지솔루션,553,000,3,000,+0.55%,500,1,294,020,234,000,5.43,171,538,124.27,5.75,https://finance.naver.com/item/board.naver?code=373220,
3,SK하이닉스,115,200,1,000,-0.86%,5,000,838,659,728,002,51.60,2,556,524,-36.00,3.56,https://finance.naver.com/item/board.naver?code=000660,
4,삼성바이오로직스,744,000,4,000,-0.53%,2,500,529,535,71,174,10.62,44,975,66.59,11.42,https://finance.naver.com/item/board.naver?code=207940,
5,삼성전자우,59,500,1,000,-1.65%,100,489,618,822,887,72.41,1,489,167,8.98,N/A,https://finance.naver.com/item/board.naver?code=005935,
6,LG화학,667,000,7,000,+1.06%,5,000,470,851,70,592,47.33,175,265,32.01,6.95,https://finance.naver.com/item/board.naver?code=051910,
7,삼성SDI,669,000,4,000,+0.60%,5,000,460,035,68,765,49.36,252,587,23.14,12.52,https://finance.naver.com/item/board.naver?code=006400,
8,현대차,206,500,2,000,+0.98%,5,000,436,813,211,532,32.28,543,089,6.28,9.36,https://finance.naver.com/item/board.naver?code=005380,
9,기아,88,500,2,500,+2.91%,5,000,355,809,402,044,37.75,1,872,855,5.52,14.57,https://finance.naver.com/item/board.naver?code=000270,
10,POSCO홀딩스,388,000,500,+0.13%,5,000,328,136,84,571,37.63,504,943,15.38,6.11,https://finance.naver.com/item/board.naver?code=005490,
11,NAVER,182,800,600,-0.33%,100,299,882,164,049,46.84,659,198,46.56,3.29,https://finance.naver.com/item/board.naver?code=035420,
12,포스코퓨처엠,353,000,3,000,+0.86%,500,273,445,77,463,7.39,448,896,225.70,4.87,https://finance.naver.com/item/board.naver?code=003670,
13,셀트리온,152,900,400,+0.26%,1,000,223,832,146,391,20.03,322,437,38.26,13.35,https://finance.naver.com/item/board.naver?code=068270,
14,현대모비스,232,500,6,500,+2.88%,5,000,219,213,94,285,37.07,254,839,7.82,6.80,https://finance.naver.com/item/board.naver?code=012330,
15,카카오,49,100,100,+0.20%,100,218,055,444,104,25.30,1,265,199,171.68,13.54,https://finance.naver.com/item/board.naver?code=035720,
16,LG전자,126,700,700,+0.56%,5,000,207,342,163,648,30.07,745,637,51.95,6.61,https://finance.naver.com/item/board.naver?code=066570,
17,삼성물산,105,700,1,200,+1.15%,100,196,170,185,592,18.25,153,219,9.22,7.16,https://finance.naver.com/item/board.naver?code=028260,
18,KB금융,47,750,650,+1.38%,5,000,192,677,403,511,72.21,1,013,241,4.41,9.17,https://finance.naver.com/item/board.naver?code=105560,
19,신한지주,34,000,150,+0.44%,5,000,176,238,518,347,59.07,713,521,3.89,9.70,https://finance.naver.com/item/board.naver?code=055550,
